nct_id,pmid,title,abstract,xml_file,xml_size_kb,source
NCT04765059,41139117,COMPEL: osimertinib plus platinum-based chemotherapy in patients with EGFR-mutated advanced NSCLC and progression on first-line osimertinib.,"BACKGROUND: COMPEL (NCT04765059) was a global, randomized, double-blind study that evaluated osimertinib plus chemotherapy versus placebo plus chemotherapy in patients with epidermal growth factor receptor (EGFR)-mutated advanced non-small-cell lung cancer (NSCLC) following non-central nervous system (CNS) progression on first-line osimertinib. PATIENTS AND METHODS: Patients were randomly assigned to receive osimertinib 80 mg, or placebo, once daily (o.d.) in combination with chemotherapy [cisplatin 75 mg/m RESULTS: Ninety-eight patients were randomly assigned (49 per arm). Median PFS in all patients was 8.4 months [95% confidence interval (CI) 5.7-11.8 months] with osimertinib plus chemotherapy versus 4.4 months (95% CI 3.5-5.6 months) with placebo plus chemotherapy [hazard ratio (HR) 0.43, 95% CI 0.27-0.70]. CNS PFS was longer with osimertinib plus chemotherapy versus placebo plus chemotherapy (HR 0.56, 95% CI 0.27-1.13) in patients without baseline CNS metastases (n = 75). Median OS in all patients was 15.9 months (95% CI 12.4-20.8 months) with osimertinib plus chemotherapy versus 9.8 months (95% CI 8.4-17.2 months) with placebo plus chemotherapy (HR 0.71, 95% CI 0.42-1.23). Grade ≥3 adverse events occurred more frequently with osimertinib plus chemotherapy (63%) than placebo plus chemotherapy (46%). CONCLUSIONS: In patients with non-CNS progression on first-line osimertinib, osimertinib plus chemotherapy was associated with improved PFS and longer OS compared with placebo plus chemotherapy. These findings support osimertinib as a backbone treatment for EGFR-mutated advanced NSCLC through lines of therapy.",pubmed_semantic_data\xml_files\NCT04765059_41139117.xml,28.0625,PubMed
NCT04676412,38159809,"Pembrolizumab With or Without Lenvatinib for First-Line Metastatic NSCLC With Programmed Cell Death-Ligand 1 Tumor Proportion Score of at least 1% (LEAP-007): A Randomized, Double-Blind, Phase 3 Trial.","INTRODUCTION: Lenvatinib plus pembrolizumab was found to have antitumor activity and acceptable safety in previously treated metastatic NSCLC. We evaluated first-line lenvatinib plus pembrolizumab versus placebo plus pembrolizumab in metastatic NSCLC in the LEAP-007 study (NCT03829332/NCT04676412). METHODS: Patients with previously untreated stage IV NSCLC with programmed cell death-ligand 1 tumor proportion score of at least 1% without targetable EGFR/ROS1/ALK aberrations were randomized 1:1 to lenvatinib 20 mg or placebo once daily; all patients received pembrolizumab 200 mg every 3 weeks for up to 35 cycles. Primary end points were progression-free survival (PFS) per Response Evaluation Criteria in Solid Tumors version 1.1 and overall survival (OS). We report results from a prespecified nonbinding futility analysis of OS performed at the fourth independent data and safety monitoring committee review (futility bound: one-sided p < 0.4960). RESULTS: A total of 623 patients were randomized. At median follow-up of 15.9 months, median (95% confidence interval [CI]) OS was 14.1 (11.4‒19.0) months in the lenvatinib plus pembrolizumab group versus 16.4 (12.6‒20.6) months in the placebo plus pembrolizumab group (hazard ratio = 1.10 [95% CI: 0.87‒1.39], p = 0.79744 [futility criterion met]). Median (95% CI) PFS was 6.6 (6.1‒8.2) months versus 4.2 (4.1‒6.2) months, respectively (hazard ratio = 0.78 [95% CI: 0.64‒0.95]). Grade 3 to 5 treatment-related adverse events occurred in 57.9% of patients (179 of 309) versus 24.4% (76 of 312). Per data and safety monitoring committee recommendation, the study was unblinded and lenvatinib and placebo were discontinued. CONCLUSIONS: Lenvatinib plus pembrolizumab did not have a favorable benefit‒risk profile versus placebo plus pembrolizumab. Pembrolizumab monotherapy remains an approved treatment option in many regions for first-line metastatic NSCLC with programmed cell death-ligand 1 tumor proportion score of at least 1% without EGFR/",pubmed_semantic_data\xml_files\NCT04676412_38159809.xml,17.91015625,PubMed
NCT05226598,39230120,The KEYVIBE program: vibostolimab and pembrolizumab for the treatment of advanced malignancies.,"Vibostolimab, a humanized IgG1 monoclonal antibody, blocks the interaction between TIGIT and its ligands, preventing the immunosuppressive effects of TIGIT. The addition of vibostolimab to the PD-1 inhibitor pembrolizumab has shown promising antitumor activity, warranting further exploration of vibostolimab as a potential therapeutic option. The KEYVIBE program consists of nine trials that will evaluate the safety and efficacy of vibostolimab monotherapy and vibostolimab-based combination therapy in advanced solid tumors and hematological malignancies. These studies will also evaluate coformulated immunotherapy addressing issues that occur with the sequential administration of immunotherapy. The KEYVIBE program will provide further insight into the clinical utility of vibostolimab-based therapy across multiple indications and various stages of disease. The KEYVIBE program consisting of nine trials will evaluate the safety and efficacy of the anti-TIGIT antibody vibostolimab across several tumor types.",pubmed_semantic_data\xml_files\NCT05226598_39230120.xml,21.2177734375,PubMed
NCT03811002,36006678,Creating and Implementing a Principal Investigator Tool Kit for Enhancing Accrual to Late Phase Clinical Trials: Development and Usability Study.,"BACKGROUND: Accrual to oncology clinical trials remains a challenge, particularly during the COVID-19 pandemic. For late phase clinical trials funded by the National Cancer Institute, the development of these research protocols is a resource-intensive process; however, mechanisms to optimize patient accrual after trial activation are underdeveloped across the National Clinical Trial Network (NCTN). Low patient accrual can lead to the premature closure of clinical trials and can ultimately delay the availability of new, potentially life-saving therapies in oncology. OBJECTIVE: The purpose of this study is to formally create an easily implemented tool kit of resources for investigators of oncology clinical trials within the NCTN, specifically the NRG Oncology cooperative group, in order to optimize patient accrual. METHODS: NRG Oncology sought to formally develop a tool kit of resources to use at specific time points during the lifetime of NRG Oncology clinical trials. The tools are clearly described and involve the facilitation of engagement of the study principal investigator with the scientific and patient advocate community during the planning, activation, and accrual periods. Social media tools are also leveraged to enhance such engagement. The principal investigator (PI) tool kit was created in 2019 and thereafter piloted with the NRG Oncology/Alliance NRG-LU005 phase II or III trial in small-cell lung cancer. The PI tool kit was developed by the NRG Oncology Protocol Operations Management committee and was tested with the NRG/Alliance LU005 randomized trial within the NCTN. RESULTS: NRG Oncology/Alliance NRG-LU005 has seen robust enrollment, currently 127% of the projected accrual. Importantly, many of the tool kit elements are already being used in ongoing NRG Oncology trials, with 56% of active NRG trials using at least one element of the PI tool kit and all in-development trials offered the resource. This underscores the feasibility and potential benefits of",pubmed_semantic_data\xml_files\NCT03811002_36006678.xml,22.083984375,PubMed
NCT04205812,40983066,"Retifanlimab versus placebo in combination with platinum-based chemotherapy in patients with first-line non-squamous or squamous metastatic non-small-cell lung cancer (POD1UM-304): a phase 3, multiregional, placebo-controlled, double-blind, randomised study.","BACKGROUND: Checkpoint inhibitors, including combinations with standard-of-care chemotherapy, have shown survival benefit in patients with metastatic non-small-cell lung cancer (NSCLC); however, access to these drugs varies. We aimed to evaluate the efficacy of the PD-1 inhibitor retifanlimab plus platinum-based chemotherapy as first-line treatment for non-squamous or squamous metastatic NSCLC. METHODS: POD1UM-304 was a phase 3, multiregional, placebo-controlled, double-blind, randomised study conducted in approximately 124 hospitals and private clinical centres in 16 countries. Male and female adults aged 18 years or older with squamous or non-squamous stage IV NSCLC (staging by American Joint Committee on Cancer version 8) with Eastern Cooperative Oncology Group performance status 0 or 1 and no previous systemic therapy for metastatic NSCLC were eligible. Patients were randomly assigned (2:1) using interactive response technology to receive intravenous retifanlimab 375 mg or matching placebo on day 1 of each 21-day cycle plus standard platinum-based chemotherapy according to tumour histology for up to 2 years. Patients with non-squamous NSCLC received pemetrexed 500 mg/m FINDINGS: Between Sept 11, 2020, and March 14, 2023, 1388 patients were assessed for eligibility, 583 of whom were randomly assigned to retifanlimab plus chemotherapy (n=391) or placebo plus chemotherapy (n=192). 381 (65%) patients had non-squamous NSCLC and 202 (35%) had squamous NSCLC; 467 (80%) patients were male and 116 (20%) were female. Median age was 64 years (IQR 58-68). Median overall survival was longer in the retifanlimab plus chemotherapy group than in the placebo plus chemotherapy group (18·1 months [95% CI 16·2-21·0] vs 13·4 months [11·0-16·7]; hazard ratio 0·75 [95% CI 0·60-0·93]; p=0·0042). Overall, higher incidences of treatment-emergent adverse events that were serious (158 [41%] of 389 vs 57 [30%] of 190), grade 3 or worse (238 [61%] vs 103 [54%]), or led to retifanlimab or plac",pubmed_semantic_data\xml_files\NCT04205812_40983066.xml,18.6787109375,PubMed
NCT03735121,37268157,"IMscin001 Part 2: a randomised phase III, open-label, multicentre study examining the pharmacokinetics, efficacy, immunogenicity, and safety of atezolizumab subcutaneous versus intravenous administration in previously treated locally advanced or metastatic non-small-cell lung cancer and pharmacokinetics comparison with other approved indications.","BACKGROUND: Atezolizumab intravenous (IV) is approved for the treatment of various solid tumours. To improve treatment convenience and health care efficiencies, a coformulation of atezolizumab and recombinant human hyaluronidase PH20 was developed for subcutaneous (SC) use. Part 2 of IMscin001 (NCT03735121) was a randomised phase III, open-label, multicentre, noninferiority study comparing the drug exposure of atezolizumab SC with atezolizumab IV. PATIENTS AND METHODS: Eligible patients with locally advanced/metastatic non-small-cell lung cancer were randomised 2 : 1 to receive atezolizumab SC (1875 mg; n = 247) or IV (1200 mg; n = 124) every 3 weeks. The co-primary endpoints were cycle 1 observed trough serum concentration (C RESULTS: The study met both of its co-primary endpoints: cycle 1 observed C CONCLUSIONS: Compared with IV, atezolizumab SC demonstrated noninferior drug exposure at cycle 1. Efficacy, safety, and immunogenicity were similar between arms and consistent with the known profile for atezolizumab IV. Similar drug exposure and clinical outcomes following SC and IV administration support the use of atezolizumab SC as an alternative to atezolizumab IV.",pubmed_semantic_data\xml_files\NCT03735121_37268157.xml,11.333984375,PubMed
NCT05740566,40454646,Tarlatamab in Small-Cell Lung Cancer after Platinum-Based Chemotherapy.,"BACKGROUND: Tarlatamab, a bispecific delta-like ligand 3-directed T-cell engager immunotherapy, received accelerated approval for the treatment of patients with previously treated small-cell lung cancer. Whether tarlatamab is more effective than chemotherapy in the treatment of patients whose small-cell lung cancer has progressed during or after initial platinum-based chemotherapy is not known. METHODS: We conducted a multinational, phase 3, open-label trial to compare tarlatamab with chemotherapy as second-line treatment in patients with small-cell lung cancer whose disease had progressed during or after platinum-based chemotherapy. Patients were randomly assigned to receive tarlatamab or chemotherapy (topotecan, lurbinectedin, or amrubicin). The primary end point was overall survival. Key secondary end points were investigator-assessed progression-free survival and patient-reported outcomes. Results of the prespecified interim analysis (data-cutoff date, January 29, 2025) are reported. RESULTS: A total of 509 patients were randomly assigned to receive tarlatamab (254 patients) or chemotherapy (255 patients). Treatment with tarlatamab resulted in significantly longer overall survival than chemotherapy (median, 13.6 months [95% confidence interval {CI}, 11.1 to not reached] vs. 8.3 months [95% CI, 7.0 to 10.2]; stratified hazard ratio for death, 0.60; 95% CI, 0.47 to 0.77; P<0.001). Tarlatamab treatment also had a significant benefit with respect to progression-free survival and cancer-related dyspnea and cough as compared with chemotherapy. The incidence of adverse events of grade 3 or higher was lower with tarlatamab than with chemotherapy (54% vs. 80%), as was the incidence of adverse events resulting in treatment discontinuation (5% vs. 12%). CONCLUSIONS: Treatment with tarlatamab led to longer overall survival than chemotherapy among patients with small-cell lung cancer whose disease had progressed during or after platinum-based chemotherapy. (Funded by Amgen; ",pubmed_semantic_data\xml_files\NCT05740566_40454646.xml,38.361328125,PubMed
NCT03594747,33792623,Tislelizumab Plus Chemotherapy vs Chemotherapy Alone as First-line Treatment for Advanced Squamous Non-Small-Cell Lung Cancer: A Phase 3 Randomized Clinical Trial.,"IMPORTANCE: This study demonstrates that tislelizumab in combination with chemotherapy is associated with improved progression-free survival (PFS) in patients with advanced squamous non-small-cell lung cancer (sq-NSCLC). OBJECTIVE: To assess the efficacy and safety/tolerability of tislelizumab plus chemotherapy vs chemotherapy alone as first-line treatment for patients with advanced sq-NSCLC. DESIGN, SETTING, AND PARTICIPANTS: This open-label, randomized phase 3 clinical trial was conducted at 46 sites in China between July 2018 and June 2019 and included patients with treatment-naive, histologically confirmed stage IIIB/IV sq-NSCLC. The data cutoff for these analyses was December 6, 2019; data extraction occurred on January 7, 2020. INTERVENTIONS: Patients were randomized (1:1:1) to receive 1 of the following regimens intravenously on a 21-day cycle: tislelizumab (200 mg, day 1) plus paclitaxel (175 mg/m2, day 1) and carboplatin (area under the concentration of 5, day 1) (arm A); tislelizumab plus nab-paclitaxel (100 mg/m2, days 1, 8, and 15) and carboplatin (arm B); and paclitaxel and carboplatin (arm C). Patients were stratified by disease stage and tumor programmed cell death 1 ligand 1 (PD-L1) expression (<1% vs 1%-49% vs ≥50%). MAIN OUTCOMES AND MEASURES: The primary end point was progression-free survival (PFS) assessed by an independent review committee (IRC). Secondary end points included overall survival, investigator-assessed (INV) PFS, IRC-assessed objective response rate (ORR), and IRC-assessed duration of response, as well as the incidence and severity of adverse events (AEs). RESULTS: Overall, 355 patients (median [range] age, 62 [34-74] years; 330 men [91.7%]) with sq-NSCLC received treatment. After a median study follow-up of 8.6 months (95% CI, 8.1-9.0 months), IRC-assessed PFS was significantly improved with tislelizumab plus chemotherapy (arm A, 7.6 months; arm B, 7.6 months) vs chemotherapy alone (arm C, 5.5 months; hazard ratios were 0.524 (95%",pubmed_semantic_data\xml_files\NCT03594747_33792623.xml,24.48828125,PubMed
NCT03924869,39298144,Stereotactic vs Hypofractionated Radiotherapy for Inoperable Stage I Non-Small Cell Lung Cancer: The LUSTRE Phase 3 Randomized Clinical Trial.,"IMPORTANCE: Stereotactic body radiotherapy (SBRT) is widely used for stage I medically inoperable non-small cell lung cancer (NSCLC), yet varied results from randomized clinical trials (RCTs) and concerns in treating centrally located tumors persist. OBJECTIVE: To examine whether SBRT would improve local control (LC) compared with hypofractionated conventional radiotherapy (CRT). DESIGN SETTING AND PARTICIPANTS: This phase 3 RCT was conducted in 16 Canadian centers. Patients with medically inoperable stage I (≤5 cm) NSCLC were randomized 2:1 to SBRT of 48 Gy in 4 fractions (peripheral NSCLC) or 60 Gy in 8 fractions (central NSCLC) vs CRT of 60 Gy in 15 fractions. Data were collected from May 2014 to January 2020, and data were analyzed from July 2022 to July 2023. INTERVENTIONS: SBRT or CRT. MAIN OUTCOMES AND MEASURES: The primary objective was to determine the effectiveness of SBRT compared with CRT based on LC at 3 years. Secondary outcomes included event-free survival, overall survival, and toxic effects. All radiation plans were subject to real-time/final review. Local failures were centrally adjudicated. The study was designed to detect a 3-year LC improvement of SBRT from 75% to 87.5%. The target sample size was 324 patients. RESULTS: Of 233 included patients, 119 (51.1%) were male, and the mean (SD) age was 75.4 (7.7) years; the median (IQR) follow-up was 36.1 (26.4-52.8) months. A total of 154 patients received SBRT and 79 received CRT. The 3-year LC was 87.6% (95% CI, 81.9%-93.4%) for SBRT and 81.2% (95% CI, 71.9%-90.5%) for CRT (hazard ratio [HR], 0.61; 95% CI, 0.31-1.20;  CONCLUSIONS AND RELEVANCE: This RCT compared lung SBRT with hypofractionated CRT that included central/ultracentral tumors. No difference was detected in LC between groups. Severe toxic effects were limited, including patients with central tumors. The trial provides important prospective data evaluating SBRT; however, further research is necessary to determine if SBRT is more effective t",pubmed_semantic_data\xml_files\NCT03924869_39298144.xml,22.4453125,PubMed
NCT05722015,40157574,"Subcutaneous versus intravenous pembrolizumab, in combination with chemotherapy, for treatment of metastatic non-small-cell lung cancer: the phase III 3475A-D77 trial.","BACKGROUND: Pembrolizumab with berahyaluronidase alfa is for subcutaneous (s.c.) administration. The phase III open-label 3475A-D77 study (NCT05722015) assessed s.c. pembrolizumab versus intravenous (i.v.) pembrolizumab, plus chemotherapy, for treatment of metastatic non-small-cell lung cancer (mNSCLC). PATIENTS AND METHODS: Participants with newly diagnosed stage IV squamous or nonsquamous NSCLC without sensitizing EGFR, ALK, or ROS1 alterations were randomized 2 : 1 to pembrolizumab s.c. 790 mg every 6 weeks (q6w) or pembrolizumab i.v. 400 mg q6w (18 cycles), each given with platinum-doublet chemotherapy. Dual primary endpoints were pharmacokinetic exposure measures of cycle 1 area under the curve (AUC RESULTS: In total 377 participants were randomized to the pembrolizumab s.c. (n = 251) or i.v. (n = 126) arms. The median time from randomization to data cut-off (12 July 2024) was 9.6 months (range 6.2-16.4 months). The median injection time for pembrolizumab s.c. was 2.0 min (range 1-12 min). The GMR [96% confidence interval (CI)] for cycle 1 AUC CONCLUSIONS: Overall exposure and trough concentrations of pembrolizumab s.c. 790 mg q6w were noninferior to those of pembrolizumab i.v. 400 mg q6w given with chemotherapy in participants with treatment-naive mNSCLC. Results support pembrolizumab s.c. as a treatment option in all indications where pembrolizumab i.v. can be used.",pubmed_semantic_data\xml_files\NCT05722015_40157574.xml,13.0537109375,PubMed
NCT03703297,39268857,Durvalumab after Chemoradiotherapy in Limited-Stage Small-Cell Lung Cancer.,"BACKGROUND: Adjuvant therapy with durvalumab, with or without tremelimumab, may have efficacy in patients with limited-stage small-cell lung cancer who do not have disease progression after standard concurrent platinum-based chemoradiotherapy. METHODS: In a phase 3, double-blind, randomized, placebo-controlled trial, we assigned patients to receive durvalumab at a dose of 1500 mg, durvalumab (1500 mg) plus tremelimumab at a dose of 75 mg (four doses only), or placebo every 4 weeks for up to 24 months. Randomization was stratified according to disease stage (I or II vs. III) and receipt of prophylactic cranial irradiation (yes vs. no). Results of the first planned interim analysis of the two primary end points of overall survival and progression-free survival (assessed on the basis of blinded independent central review according to the Response Evaluation Criteria in Solid Tumors, version 1.1) with durvalumab as compared with placebo (data cutoff date, January 15, 2024) are reported; results in the durvalumab-tremelimumab group remain blinded. RESULTS: A total of 264 patients were assigned to the durvalumab group, 200 to the durvalumab-tremelimumab group, and 266 to the placebo group. Durvalumab therapy led to significantly longer overall survival than placebo (median, 55.9 months [95% confidence interval {CI}, 37.3 to not reached] vs. 33.4 months [95% CI, 25.5 to 39.9]; hazard ratio for death, 0.73; 98.321% CI, 0.54 to 0.98; P = 0.01), as well as to significantly longer progression-free survival (median 16.6 months [95% CI, 10.2 to 28.2] vs. 9.2 months [95% CI, 7.4 to 12.9]; hazard ratio for progression or death, 0.76; 97.195% CI, 0.59 to 0.98; P = 0.02). The incidence of adverse events with a maximum grade of 3 or 4 was 24.4% among patients receiving durvalumab and 24.2% among patients receiving placebo; adverse events led to discontinuation in 16.4% and 10.6% of the patients, respectively, and led to death in 2.7% and 1.9%. Pneumonitis or radiation pneumonitis wit",pubmed_semantic_data\xml_files\NCT03703297_39268857.xml,83.6083984375,PubMed
NCT03631706,37597750,"Bintrafusp Alfa Versus Pembrolizumab in Patients With Treatment-Naive, Programmed Death-Ligand 1-High Advanced NSCLC: A Randomized, Open-Label, Phase 3 Trial.","INTRODUCTION: Bintrafusp alfa, a first-in-class bifunctional fusion protein composed of the extracellular domain of TGF-βRII (a TGF-β ""trap"") fused to a human immunoglobulin G1 monoclonal antibody blocking programmed death-ligand 1 (PD-L1), has exhibited clinical activity in a phase 1 expansion cohort of patients with PD-L1-high advanced NSCLC. METHODS: This adaptive phase 3 trial (NCT03631706) compared the efficacy and safety of bintrafusp alfa versus pembrolizumab as first-line treatment in patients with PD-L1-high advanced NSCLC. Primary end points were progression-free survival according to Response Evaluation Criteria in Solid Tumors version 1.1 per independent review committee and overall survival. RESULTS: Patients (N = 304) were randomized one-to-one to receive either bintrafusp alfa or pembrolizumab (n = 152 each). The median follow-up was 14.3 months (95% confidence interval [CI]: 13.1-16.0 mo) for bintrafusp alfa and 14.5 months (95% CI: 13.1-15.9 mo) for pembrolizumab. Progression-free survival by independent review committee was not significantly different between bintrafusp alfa and pembrolizumab arms (median = 7.0 mo [95% CI: 4.2 mo-not reached (NR)] versus 11.1 mo [95% CI: 8.1 mo-NR]; hazard ratio = 1.232 [95% CI: 0.885-1.714]). The median overall survival was 21.1 months (95% CI: 21.1 mo-NR) for bintrafusp alfa and 22.1 months (95% CI: 20.4 mo-NR) for pembrolizumab (hazard ratio = 1.201 [95% CI: 0.796-1.811]). Treatment-related adverse events were higher with bintrafusp alfa versus pembrolizumab; grade 3-4 treatment-related adverse events occurred in 42.4% versus 13.2% of patients, respectively. The study was discontinued at an interim analysis as it was unlikely to meet the primary end point. CONCLUSIONS: First-line treatment with bintrafusp alfa did not exhibit superior efficacy compared with pembrolizumab in patients with PD-L1-high, advanced NSCLC.",pubmed_semantic_data\xml_files\NCT03631706_37597750.xml,13.4169921875,PubMed
NCT03425643,37272513,Perioperative Pembrolizumab for Early-Stage Non-Small-Cell Lung Cancer.,"BACKGROUND: Among patients with resectable early-stage non-small-cell lung cancer (NSCLC), a perioperative approach that includes both neoadjuvant and adjuvant immune checkpoint inhibition may provide benefit beyond either approach alone. METHODS: We conducted a randomized, double-blind, phase 3 trial to evaluate perioperative pembrolizumab in patients with early-stage NSCLC. Participants with resectable stage II, IIIA, or IIIB (N2 stage) NSCLC were assigned in a 1:1 ratio to receive neoadjuvant pembrolizumab (200 mg) or placebo once every 3 weeks, each of which was given with cisplatin-based chemotherapy for 4 cycles, followed by surgery and adjuvant pembrolizumab (200 mg) or placebo once every 3 weeks for up to 13 cycles. The dual primary end points were event-free survival (the time from randomization to the first occurrence of local progression that precluded the planned surgery, unresectable tumor, progression or recurrence, or death) and overall survival. Secondary end points included major pathological response, pathological complete response, and safety. RESULTS: A total of 397 participants were assigned to the pembrolizumab group, and 400 to the placebo group. At the prespecified first interim analysis, the median follow-up was 25.2 months. Event-free survival at 24 months was 62.4% in the pembrolizumab group and 40.6% in the placebo group (hazard ratio for progression, recurrence, or death, 0.58; 95% confidence interval [CI], 0.46 to 0.72; P<0.001). The estimated 24-month overall survival was 80.9% in the pembrolizumab group and 77.6% in the placebo group (P = 0.02, which did not meet the significance criterion). A major pathological response occurred in 30.2% of the participants in the pembrolizumab group and in 11.0% of those in the placebo group (difference, 19.2 percentage points; 95% CI, 13.9 to 24.7; P<0.0001; threshold, P = 0.0001), and a pathological complete response occurred in 18.1% and 4.0%, respectively (difference, 14.2 percentage points; 95%",pubmed_semantic_data\xml_files\NCT03425643_37272513.xml,72.275390625,PubMed
NCT03521154,38828946,Osimertinib after Chemoradiotherapy in Stage III ,"BACKGROUND: Osimertinib is a recommended treatment for advanced non-small-cell lung cancer (NSCLC) with an epidermal growth factor receptor ( METHODS: In this phase 3, double-blind, placebo-controlled trial, we randomly assigned patients with unresectable  RESULTS: A total of 216 patients who had undergone chemoradiotherapy were randomly assigned to receive osimertinib (143 patients) or placebo (73 patients). Osimertinib resulted in a significant progression-free survival benefit as compared with placebo: the median progression-free survival was 39.1 months with osimertinib versus 5.6 months with placebo, with a hazard ratio for disease progression or death of 0.16 (95% confidence interval [CI], 0.10 to 0.24; P<0.001). The percentage of patients who were alive and progression free at 12 months was 74% (95% CI, 65 to 80) with osimertinib and 22% (95% CI, 13 to 32) with placebo. Interim overall survival data (maturity, 20%) showed 36-month overall survival among 84% of patients with osimertinib (95% CI, 75 to 89) and 74% with placebo (95% CI, 57 to 85), with a hazard ratio for death of 0.81 (95% CI, 0.42 to 1.56; P = 0.53). The incidence of adverse events of grade 3 or higher was 35% in the osimertinib group and 12% in the placebo group; radiation pneumonitis (majority grade, 1 to 2) was reported in 48% and 38%, respectively. No new safety concerns emerged. CONCLUSIONS: Treatment with osimertinib resulted in significantly longer progression-free survival than placebo in patients with unresectable stage III ",pubmed_semantic_data\xml_files\NCT03521154_38828946.xml,97.7734375,PubMed
NCT04248829,37379502,Lazertinib Versus Gefitinib as First-Line Treatment in Patients With ,"PURPOSE: Lazertinib is a potent, CNS-penetrant, third-generation epidermal growth factor receptor (EGFR) tyrosine kinase inhibitor. This global, phase III study (LASER301) compared lazertinib versus gefitinib in treatment-naïve patients with  PATIENTS AND METHODS: Patients were 18 years and older with no previous systemic anticancer therapy. Neurologically stable patients with CNS metastases were allowed. Patients were randomly assigned 1:1 to lazertinib 240 mg once daily orally or gefitinib 250 mg once daily orally, stratified by mutation status and race. The primary end point was investigator-assessed progression-free survival (PFS) by RECIST v1.1. RESULTS: Overall, 393 patients received double-blind study treatment across 96 sites in 13 countries. Median PFS was significantly longer with lazertinib than with gefitinib (20.6  CONCLUSION: Lazertinib demonstrated significant efficacy improvement compared with gefitinib in the first-line treatment of ",pubmed_semantic_data\xml_files\NCT04248829_37379502.xml,13.486328125,PubMed
NCT04194944,37870973,First-Line Selpercatinib or Chemotherapy and Pembrolizumab in ,"BACKGROUND: Selpercatinib, a highly selective potent and brain-penetrant RET inhibitor, was shown to have efficacy in patients with advanced  METHODS: In a randomized phase 3 trial, we evaluated the efficacy and safety of first-line selpercatinib as compared with control treatment that consisted of platinum-based chemotherapy with or without pembrolizumab at the investigator's discretion. The primary end point was progression-free survival assessed by blinded independent central review in both the intention-to-treat-pembrolizumab population (i.e., patients whose physicians had planned to treat them with pembrolizumab in the event that they were assigned to the control group) and the overall intention-to-treat population. Crossover from the control group to the selpercatinib group was allowed if disease progression as assessed by blinded independent central review occurred during receipt of control treatment. RESULTS: In total, 212 patients underwent randomization in the intention-to-treat-pembrolizumab population. At the time of the preplanned interim efficacy analysis, median progression-free survival was 24.8 months (95% confidence interval [CI], 16.9 to not estimable) with selpercatinib and 11.2 months (95% CI, 8.8 to 16.8) with control treatment (hazard ratio for progression or death, 0.46; 95% CI, 0.31 to 0.70; P<0.001). The percentage of patients with an objective response was 84% (95% CI, 76 to 90) with selpercatinib and 65% (95% CI, 54 to 75) with control treatment. The cause-specific hazard ratio for the time to progression affecting the central nervous system was 0.28 (95% CI, 0.12 to 0.68). Efficacy results in the overall intention-to-treat population (261 patients) were similar to those in the intention-to-treat-pembrolizumab population. The adverse events that occurred with selpercatinib and control treatment were consistent with those previously reported. CONCLUSIONS: Treatment with selpercatinib led to significantly longer progression-free survival th",pubmed_semantic_data\xml_files\NCT04194944_37870973.xml,76.0458984375,PubMed
NCT04685135,40783289,Adagrasib versus docetaxel in KRAS,"BACKGROUND: Adagrasib is a KRAS METHODS: KRYSTAL-12 is a randomised, multicentre, open-label, phase 3 trial conducted at 230 centres in 22 countries. Patients with Kirsten rat sarcoma viral oncogene homologue (KRAS) FINDINGS: Between Feb 23, 2021, and Nov 16, 2023, 453 patients were randomly allocated to receive adagrasib (301 [66%]) or docetaxel (152 [34%]). In each group, 298 (99%) patients received adagrasib and 140 (92%) received docetaxel. In the ITT population (median follow-up 7·2 months [95% CI 5·8-8·7]), median progression-free survival was 5·5 months (95% CI 4·5-6·7) with adagrasib and 3·8 months (95% CI 2·7-4·7) with docetaxel (hazard ratio 0·58 [95% CI 0·45-0·76]; p<0·0001). Grade 3 and above treatment-related adverse events occurred in 140 (47%) of 298 patients treated with adagrasib and 64 (46%) of 140 with docetaxel. There were four (1%) treatment-related deaths in the adagrasib group and one (1%) treatment-related death in the docetaxel group. INTERPRETATION: Adagrasib demonstrated a statistically significant improvement in progression-free survival over docetaxel in patients with previously treated KRAS FUNDING: Mirati Therapeutics, a Bristol Myers Squibb company.",pubmed_semantic_data\xml_files\NCT04685135_40783289.xml,46.3369140625,PubMed
